probeID,logFC,AveExpr,t,P.Value,adj.P.Val,B,UCSC_RefGene_Name
cg17561891,-0.030688156534432978,0.07961994086131731,-6.200679948426622,3.097038888149542e-9,1.6884770764609502e-5,9.480798802732265,C7orf23
cg24456365,-0.011926149110780493,0.09277094538851821,-6.197887883759224,3.143558790412046e-9,1.691581645471791e-5,9.466188881303589,MMP16;MMP16
cg08108911,-0.014224289128058454,0.08041275281273003,-6.146408366234964,4.134965932738622e-9,2.1687372903804865e-5,9.197619732559188,ARHGEF11;ARHGEF11
cg16616022,-0.011786224476699567,0.08833505440932625,-6.132900448907803,4.4422702774266285e-9,2.2939357977686463e-5,9.127402933865975,RAB23;RAB23
cg24158363,-0.02869983652890401,0.06560843206042268,-6.131120482513579,4.484398257955577e-9,2.2939357977686463e-5,9.118158229106948,GRB2;GRB2;GRB2;GRB2
cg12177922,-0.04661442669003987,0.1811563936863985,-6.052594739772571,6.788665414306732e-9,3.43030435498893e-5,8.712157918863882,HAX1;HAX1
cg05100634,-0.003864216834024905,0.016991462307985823,-6.025944596237766,7.808355996421797e-9,3.898015982334204e-5,8.575193435391673,SMAD2;SMAD2;SMAD2
cg01916115,-0.013160280152962715,0.06470310993811834,-5.969663238453854,1.0479388323608266e-8,5.169145422554128e-5,8.287329233135354,LAMA2;LAMA2;LAMA2;LAMA2
cg06225979,-0.012412120283140527,0.03830623242980976,-5.765061033820695,3.007436469825498e-8,1.4001306338088155e-4,7.256951239394878,ZNF396
cg03218192,-0.05439319685726493,0.21144491709794458,-5.712777875952696,3.921877022309187e-8,1.805566816454111e-4,6.997778076916504,AP2B1;AP2B1;AP2B1;AP2B1
cg22863798,0.011104443189732346,0.06144280414947112,5.677652778875787,4.683369490025455e-8,2.1324513531259312e-4,6.824617594412926,LOC389791;PTGES2;PTGES2;PTGES2
cg22794378,-0.0042593625049501226,0.01883467197725085,-5.663317559096166,5.0340570066238065e-8,2.2591065067168812e-4,6.754170062841192,ZC3H14;ZC3H14;ZC3H14;ZC3H14;ZC3H14
cg02989351,-0.046873601518720553,0.10715619712008798,-5.661881115034202,5.0705789891194525e-8,2.2591065067168812e-4,6.747118080551623,YWHAQ
cg00871698,-0.009152760265356046,0.028009197319779574,-5.542317419943801,9.214667472882997e-8,3.9771368688038596e-4,6.164727237763438,FERMT2;FERMT2;FERMT2
cg05159145,-0.026948283488932044,0.069507808026939,-5.447600139436899,1.4699742106197358e-7,6.279138807208603e-4,5.709872632024247,KIF3C
cg19551420,-0.008778773005037141,0.04844119445305817,-5.4371215760766685,1.547395986759315e-7,6.542406021773351e-4,5.6599099154950014,LMO2;LMO2;LMO2
cg09779044,0.0194654156269628,0.9247263538695786,5.403717773585135,1.8216559345117657e-7,7.624182102881591e-4,5.501116902224789,CKAP5;CKAP5
cg03464232,-0.01551137944795021,0.117130388297748,-5.37305564856899,2.1147037868305067e-7,8.762169405542862e-4,5.356001886096735,C8orf33
cg03332597,-0.015176364114597926,0.07667501329537565,-5.2958678960089065,3.0704371349419253e-7,0.0012596240343341703,4.993446878389255,C1orf25;C1orf26;C1orf26
cg23610841,-0.005667798490094675,0.04330038362781055,-5.282858946384282,3.268392972462558e-7,0.0013276885158578417,4.932733508610458,WRN;PURG;PURG;PURG;WRN
cg06122000,-0.009977510306174844,0.057928302753368605,-5.210414386684682,4.619398840740384e-7,0.001858276517152014,4.596708030229234,UBE2CBP
cg22227586,-0.004529232610608579,0.01961479992264392,-5.198500503850145,4.888277135422552e-7,0.0019475319131506319,4.541785695808892,FAM35A;GLUD1;GLUD1
cg17439660,-0.009656146382630869,0.04726361879481003,-5.189172091496976,5.109360102245949e-7,0.0020162264872048553,4.498849348256362,ADCYAP1;ADCYAP1
cg06583696,0.004758271559354536,0.03202265997926065,5.134758877042932,6.606012005533461e-7,0.0025581009761053847,4.249578058523026,ASXL2
cg12198769,0.02714120495938155,0.16696004793239927,5.108736924055589,7.464542117806245e-7,0.002863792318335582,4.131084149486426,COX5B
cg16405575,-0.006526002308760125,0.041742675065294554,-5.088175681931807,8.218576393501785e-7,0.0031241523263903647,4.037784907300004,TSPAN9;TSPAN9
cg16376036,-0.029593859323130814,0.10251216184383691,-5.073750941885842,8.791145627406473e-7,0.003311424759079759,3.972504530740144,PAFAH1B2;PAFAH1B2
cg09966978,-0.008015206527381954,0.05340061233235287,-5.048489561502035,9.888391490927855e-7,0.0036582192609897336,3.85852811996973,DNAJA1
cg04913934,-0.014717179584013099,0.05471495759638966,-5.04032113893182,1.027079286938544e-6,0.0037660634260756726,3.821767636465191,TXNDC11
cg12204423,0.015407450730408848,0.045202672258737725,5.0341444104456174,1.0569435749209862e-6,0.0038197091289401902,3.7940011250011363,PHF17;PHF17
cg03614513,-0.014811850965000421,0.06610769229971618,-5.033491964040322,1.0601468578795976e-6,0.0038197091289401902,3.7910697006717644,TSPAN2
cg06293108,-0.011059359860083752,0.05181599459494629,-5.016859000602864,1.1450618925800372e-6,0.0040900919817334095,3.7164381012974204,IRS2
cg14030268,-0.0022559061707481745,0.016048932993888623,-5.0018336961308885,1.2274100014298636e-6,0.004346762367884246,3.6491854969988324,PDZD8
cg16547629,-0.016077162288545624,0.06468541137420294,-4.9891549446786145,1.3013371664513683e-6,0.004531113850699934,3.5925584165884086,RNF220
cg01226883,-0.004724735186468675,0.03367657535667676,-4.976537206880846,1.3791835146226325e-6,0.0047621482780526225,3.536315332630638,CLCN6;CLCN6;MTHFR;CLCN6;CLCN6
cg02344201,-0.005387281211748224,0.04416374501188144,-4.920010463115823,1.7868952085411765e-6,0.006068779468713064,3.2857201315905247,ELL
cg23612557,-0.007787343824862927,0.028119575772748637,-4.889623065316187,2.0520248880911175e-6,0.006912571156553773,3.1519368145360875,KREMEN2;KREMEN2;KREMEN2;KREMEN2
cg10340038,-0.022755358502677528,0.10467657981515606,-4.843091012502878,2.533193423050198e-6,0.008330285943442334,2.948344213844246,ABI2
cg23120345,-0.018753938687973704,0.893184971438692,-4.834349267993645,2.635025829310762e-6,0.008596927379887936,2.9102682965297184,LOC285456
cg14441480,-0.15949685281064252,0.6547048637377589,-4.829442965810757,2.693901642158082e-6,0.008720349030624927,2.8889221005956696,HLA-DQB2
cg03723356,-0.0973952455727336,0.5435652477887143,-4.800772100825542,3.0642327271020785e-6,0.009766534687008544,2.764526082041229,CDK5RAP3
cg09739413,-0.1706478384505471,0.7078160928230295,-4.789682378983093,3.2202851092878247e-6,0.010185565142044762,2.71656847769051,HLA-DQB2
cg06650786,-0.08318697178133441,0.19504585530833826,-4.759193658964755,3.689918549610286e-6,0.011582570465441469,2.5851755732047916,NOTCH3
cg22429776,-0.0017239649301608335,0.012651048129378574,-4.749495598598965,3.852701658873311e-6,0.012002614051472646,2.5435216965771215,ST7L;ST7L;CAPZA1;ST7L;ST7L;CAPZA1
cg18702278,-0.13199578187370276,0.5006951314878942,-4.744381863204806,3.941306641826713e-6,0.01218702015304246,2.5215851879023052,PDE6B;PDE6B;PDE6B
cg07160118,-0.10080762520904685,0.3364464666134937,-4.674378371705594,5.3708161614226076e-6,0.01648422831410852,2.2231962588296987,TAPBP;TAPBP;TAPBP;ZBTB22;ZBTB22
cg07462804,-0.0025025819953142063,0.015120760313822566,-4.651821358252396,5.929755169641028e-6,0.01806591474827141,2.127807699586299,PRDM8
cg25697152,-0.03884748805724096,0.09676646102878339,-4.64605632498976,6.0813671719727914e-6,0.018392584531905593,2.103488393830755,TEAD4;TEAD4;TEAD4
cg01185530,-0.0056969015265051146,0.02186661707774913,-4.63946661464657,6.259244930430884e-6,0.018658178710067516,2.0757200864925043,DNAJC3;DNAJC3
cg00844376,-0.003709176926908673,0.02215137194493915,-4.635029277530418,6.381837467155244e-6,0.018887731752345996,2.057039581822803,MARVELD1;MARVELD1;MARVELD1
cg03465891,-0.008678040464890124,0.0574581520783957,-4.618935730299735,6.846175127286547e-6,0.02011828675968471,1.989409527921584,RUNX2;RUNX2;RUNX2;RUNX2
cg07519873,-0.007596544677562444,0.02093731271745198,-4.613749817020895,7.002616647627334e-6,0.02043309292155738,1.9676572771169116,CACNG8
cg18914514,-0.00954061992117209,0.05087951736800599,-4.601833494101524,7.375250512032483e-6,0.021369917296560136,1.9177494151091405,GREB1L
cg07666098,-0.010691056550118136,0.041762339084163345,-4.583872696340836,7.973219546319638e-6,0.022942108700832017,1.842723944762314,ALG9;ALG9;ALG9;ALG9
cg19941450,-0.0029339385110018247,0.01849953985288815,-4.577356414120819,8.201497820927273e-6,0.023436204238704215,1.8155631594797406,ACPL2;ACPL2
cg18052665,0.02146554795692468,0.968489847939164,4.5734010519660195,8.343117677855925e-6,0.023677596535830226,1.7990919636654468,DPPA5
cg15373950,-0.011304201055816865,0.09578714255269548,-4.567595042643993,8.555271715680007e-6,0.024070044834909862,1.7749351411230485,APAF1;APAF1;APAF1;APAF1;IKBIP;APAF1;APAF1;IKBIP;APAF1;APAF1;IKBIP;APAF1;APAF1
cg17920868,-0.005128598177765724,0.04287790679966364,-4.566453637689778,8.597585672728426e-6,0.024070044834909862,1.7701890799697093,MOBKL1A
cg16727519,0.04920318084535502,0.6037562196782936,4.533897694102799,9.892958809127935e-6,0.027510724951463852,1.635225404265288,LOC440926;H3F3A
cg05812269,-0.02339580840030825,0.14900353390000534,-4.5214930180345245,1.0434342454533283e-5,0.028822784162157288,1.584007886485825,RIOK3;RIOK3
cg13614045,-0.003483288453099701,0.022783635382861406,-4.488508425492352,1.201613322666807e-5,0.032972349151018425,1.4483763397860976,PITPNC1;PITPNC1
cg04055615,-0.0037975157220774616,0.02496730473739602,-4.46792570122776,1.3117414138527362e-5,0.035757466850185,1.3641530796288368,DDAH2
cg03614664,-0.0028595616944353773,0.029137562071141557,-4.442848128704799,1.4590603568046407e-5,0.03925677685326096,1.2619667315170755,RBX1
cg23530245,-0.00798648431441272,0.06324805807242212,-4.440183546357069,1.4756165119401932e-5,0.039446085396119955,1.2511368530199434,TMEM123
cg00834319,-0.006019617151941457,0.049496438287759556,-4.397278497927937,1.768384908912626e-5,0.045795090317712624,1.0774916001634676,ZBTB25;ZBTB1;ZBTB1
cg00343633,-0.009746708016660117,0.053662028624620495,-4.374978856842926,1.9418085172356465e-5,0.0499738291971431,0.9877903751645682,GRIA4;GRIA4;GRIA4;GRIA4
