chr	start	end	value	area	cluster	indexStart	indexEnd	L	clusterL	p.value	fwer	p.valueArea	fwerArea
chr5	61917363	61917363	-0.123303450360426	0.123303450360426	134614	118825	118825	1	1	4.01989849756294e-06	0.004	0.0911491884829908	1
chr11	46718049	46718049	0.123262270696434	0.123262270696434	30530	247142	247142	1	1	4.01989849756294e-06	0.004	0.0912255665544445	1
chr14	52784473	52784473	-0.122908466230996	0.122908466230996	52598	299345	299345	1	1	4.01989849756294e-06	0.004	0.0919672378272449	1
chr11	76166866	76166866	-0.122537398031102	0.122537398031102	33710	255661	255661	1	1	4.01989849756294e-06	0.004	0.0928094065624843	1
chr2	112420098	112420098	-0.122373345197159	0.122373345197159	97500	56216	56216	1	1	4.01989849756294e-06	0.004	0.093189286970504	1
chr2	240529742	240529742	-0.122318278805456	0.122318278805456	104523	70774	70774	1	1	4.01989849756294e-06	0.004	0.0933199336716748	1
chr12	52644264	52644264	-0.122097157733865	0.122097157733865	40637	270849	270849	1	1	4.01989849756294e-06	0.004	0.0938405105271092	1
chr10	123360305	123360305	-0.121407700403863	0.121407700403863	25344	233291	233291	1	1	4.01989849756294e-06	0.004	0.0955509773378222	1
chr3	147121892	147123475	0.0943150272898623	0.754520218318898	120927	88628	88635	8	8	6.0298477463444e-06	0.006	0.00041002964675142	0.24
chr17	45929657	45930033	-0.104575930007367	0.522879650036834	75886	354489	354493	5	7	6.0298477463444e-06	0.006	0.00196975026380584	0.572
chr19	4045025	4045108	-0.113745886116096	0.454983544464383	83685	374789	374792	4	4	6.0298477463444e-06	0.006	0.00324204813828451	0.7
chr6	6058413	6059067	-0.113597644084071	0.454390576336286	141944	135036	135039	4	4	6.0298477463444e-06	0.006	0.0032541078337772	0.702
chr11	2812674	2813298	-0.111725191947729	0.446900767790917	27824	240805	240808	4	5	6.0298477463444e-06	0.006	0.00344706296166022	0.726
chr19	41106155	41106351	-0.111089957565376	0.444359830261503	87647	385825	385828	4	4	6.0298477463444e-06	0.006	0.00351339128687001	0.73
chr11	85393693	85393895	-0.116179149343014	0.348537448029042	34123	256480	256482	3	3	6.0298477463444e-06	0.006	0.00750515049495	0.916
chr7	157322992	157323060	-0.116054281376804	0.348162844130411	162278	188955	188957	3	8	6.0298477463444e-06	0.006	0.00753328978443294	0.916
chr14	99506767	99506767	-0.121344552690403	0.121344552690403	55604	305672	305672	1	2	6.0298477463444e-06	0.006	0.095727852871715	1
chr6	159227784	159227784	-0.121195872968625	0.121195872968625	150712	161576	161576	1	1	6.0298477463444e-06	0.006	0.0960976835334908	1
chr2	43019484	43020457	-0.0885591216108648	0.885591216108648	93689	47981	47990	10	11	8.03979699512587e-06	0.008	0.000188935229385458	0.136
chr2	220312410	220313972	-0.0955214032131416	0.668649822491991	102745	66971	66977	7	8	8.03979699512587e-06	0.008	0.000713531983317421	0.334
chr12	131443231	131443486	-0.100589125647204	0.603534753883225	45901	283358	283363	6	6	8.03979699512587e-06	0.008	0.00111552183307371	0.428
chr2	99553406	99553830	-0.109288746776989	0.437154987107956	96708	54707	54710	4	11	8.03979699512587e-06	0.008	0.00370232651625546	0.752
chr17	40192112	40192279	-0.116592118356716	0.233184236713433	75049	352178	352179	2	5	8.03979699512587e-06	0.008	0.0227948344304306	0.986
chr2	113542091	113542117	-0.116540055220225	0.233080110440449	97589	56415	56416	2	2	8.03979699512587e-06	0.008	0.0228430732124014	0.986
chr2	206160197	206160197	-0.121070832200195	0.121070832200195	101784	64967	64967	1	1	8.03979699512587e-06	0.008	0.0964253052610422	1
chr2	231658979	231658979	-0.120839448580344	0.120839448580344	103287	68065	68065	1	1	8.03979699512587e-06	0.008	0.0969981407969449	1
chr16	2892518	2892518	0.120716337748224	0.120716337748224	64131	325783	325783	1	6	8.03979699512587e-06	0.008	0.0973358122707402	1
chr8	95067999	95067999	-0.120700402149712	0.120700402149712	167631	200853	200853	1	1	8.03979699512587e-06	0.008	0.0973760112557158	1
chr9	14723496	14723496	-0.120664242131435	0.120664242131435	171173	208613	208613	1	1	8.03979699512587e-06	0.008	0.0974704788704085	1
chr7	705693	705693	-0.120505139059253	0.120505139059253	152156	165143	165143	1	1	8.03979699512587e-06	0.008	0.0979146776543892	1
chr14	57738063	57738063	-0.120496205224244	0.120496205224244	52948	300038	300038	1	1	8.03979699512587e-06	0.008	0.0979307572483795	1
chr3	191046547	191046547	-0.120354043511451	0.120354043511451	123049	93010	93010	1	15	8.03979699512587e-06	0.008	0.098330737148887	1
chr16	51611768	51611768	-0.12017513034183	0.12017513034183	67054	332353	332353	1	1	8.03979699512587e-06	0.008	0.0988010652731019	1
chr13	100605441	100605441	0.119780264955683	0.119780264955683	49818	292100	292100	1	1	8.03979699512587e-06	0.008	0.0999266368524195	1
chr7	28612680	28612680	0.119640996815078	0.119640996815078	154609	172031	172031	1	1	8.03979699512587e-06	0.008	0.1003708356364	1
chr7	34801759	34801759	-0.119354525713869	0.119354525713869	155037	172845	172845	1	1	8.03979699512587e-06	0.008	0.101333601326567	1
chr12	126641914	126641914	-0.119342465187162	0.119342465187162	45542	282521	282521	1	1	8.03979699512587e-06	0.008	0.10137782021004	1
chr20	10202522	10202522	-0.119218172189443	0.119218172189443	105600	395375	395375	1	1	8.03979699512587e-06	0.008	0.10170745188684	1
chr14	101967780	101967780	-0.119162353279334	0.119162353279334	56034	306786	306786	1	1	8.03979699512587e-06	0.008	0.10185618813125	1
chr6	27343415	27343415	-0.119110570587431	0.119110570587431	143416	138188	138188	1	9	8.03979699512587e-06	0.008	0.10202100396965	1
chr5	20303681	20303681	-0.118983573442856	0.118983573442856	133280	116077	116077	1	2	8.03979699512587e-06	0.008	0.10238279483443	1
chr13	100619842	100619842	0.118967138512855	0.118967138512855	49824	292122	292122	1	1	8.03979699512587e-06	0.008	0.102447113210391	1
chr15	47477911	47477911	0.118823382561539	0.118823382561539	58698	313108	313108	1	3	8.03979699512587e-06	0.008	0.10286116275564	1
chr6	50947261	50947261	-0.11871372847283	0.11871372847283	146385	152428	152428	1	1	8.03979699512587e-06	0.008	0.103214913823426	1
chr16	29262815	29262815	-0.118653347660425	0.118653347660425	66135	330064	330064	1	1	8.03979699512587e-06	0.008	0.103393799306568	1
chr2	206794410	206794410	-0.118438468421581	0.118438468421581	101854	65060	65060	1	1	8.03979699512587e-06	0.008	0.104091251695895	1
chr5	4557632	4557632	-0.118125569129544	0.118125569129544	132554	114761	114761	1	1	8.03979699512587e-06	0.008	0.105132405406763	1
chr1	42308910	42308910	-0.118099297370213	0.118099297370213	6319	15245	15245	1	1	8.03979699512587e-06	0.008	0.105216823275212	1
chr8	30583924	30583924	-0.118084825182408	0.118084825182408	165117	195473	195473	1	1	8.03979699512587e-06	0.008	0.10525300236169	1
chr7	136564429	136564429	-0.118001629450736	0.118001629450736	160547	184813	184813	1	1	8.03979699512587e-06	0.008	0.105520325611778	1
chr8	25910898	25910898	-0.117992422442241	0.117992422442241	164715	194645	194645	1	1	8.03979699512587e-06	0.008	0.105540425104266	1
chr13	33925656	33925656	0.117961137728217	0.117961137728217	47573	287547	287547	1	1	8.03979699512587e-06	0.008	0.105640922566705	1
chr10	13022624	13022624	0.117832383225154	0.117832383225154	19068	219463	219463	1	1	8.03979699512587e-06	0.008	0.10607909150294	1
chr2	206304062	206304062	-0.117711852965003	0.117711852965003	101792	64975	64975	1	1	8.03979699512587e-06	0.008	0.106469021657203	1
chr2	202797851	202797851	0.11766754604518	0.11766754604518	101613	64643	64643	1	1	8.03979699512587e-06	0.008	0.106623787749359	1
chr7	139673438	139673438	-0.117651623918925	0.117651623918925	160807	185300	185300	1	1	8.03979699512587e-06	0.008	0.106676046429828	1
chr19	7680053	7680443	0.0979311723403867	0.58758703404232	84347	376442	376447	6	6	1.00497462439073e-05	0.01	0.00123812873724938	0.448
chr16	86120849	86121574	-0.102884139928285	0.514420699641425	69609	338239	338243	5	5	1.00497462439073e-05	0.01	0.00210642681272298	0.59
chr19	418899	419190	0.102809163601428	0.514045818007141	82385	371483	371487	5	5	1.00497462439073e-05	0.01	0.00211044671122054	0.59
chr5	3592435	3592718	-0.102636769204592	0.513183846022961	132502	114628	114632	5	13	1.00497462439073e-05	0.01	0.00212049645746445	0.594
chr13	111935412	111935521	0.114865636491779	0.344596909475338	50435	293486	293488	3	7	1.00497462439073e-05	0.01	0.00777046379578916	0.922
chr12	51786038	51786547	-0.114517746212374	0.343553238637123	40486	270512	270514	3	12	1.00497462439073e-05	0.01	0.0078528717149892	0.924
chr1	21948680	21949221	0.114317901548705	0.342953704646116	3937	9379	9381	3	4	1.00497462439073e-05	0.01	0.00788302095372092	0.924
chr8	54569668	54569999	-0.111958547358778	0.335875642076334	166184	197717	197719	3	6	1.00497462439073e-05	0.01	0.00834128938244309	0.926
chr6	33757359	33757854	-0.111684302190159	0.335052906570478	144742	148824	148826	3	14	1.00497462439073e-05	0.01	0.00840761770765288	0.928
chr22	21311401	21311670	-0.111235996346643	0.333707989039928	110528	407928	407930	3	5	1.00497462439073e-05	0.01	0.00848399577910658	0.928
chr17	1959121	1959132	0.110999458990623	0.332998376971868	71284	342633	342635	3	55	1.00497462439073e-05	0.01	0.00852017486558464	0.93
chr22	46276479	46276979	-0.110329886402866	0.330989659208599	112475	412860	412862	3	3	1.00497462439073e-05	0.01	0.0086769509069896	0.932
chr14	32798387	32798762	0.110263731374603	0.33079119412381	51983	297866	297868	3	3	1.00497462439073e-05	0.01	0.00869504045022863	0.932
chr10	117818509	117818509	0.117380852371801	0.117380852371801	24956	232344	232344	1	1	1.00497462439073e-05	0.01	0.107542334556052	1
chr13	100312810	100312810	0.117292171814795	0.117292171814795	49793	292053	292053	1	1	1.00497462439073e-05	0.01	0.107823727450882	1
chr2	55174473	55174473	-0.11707648686091	0.11707648686091	94445	49471	49471	1	1	1.00497462439073e-05	0.01	0.108549319129692	1
chr11	55563401	55563401	0.11701881175594	0.11701881175594	30785	247692	247692	1	1	1.00497462439073e-05	0.01	0.108722174765087	1
chr11	114760598	114760598	-0.116944642880726	0.116944642880726	35388	259171	259171	1	1	1.00497462439073e-05	0.01	0.108929199537712	1
chr11	55579363	55579363	0.116898697398844	0.116898697398844	30787	247694	247694	1	1	1.00497462439073e-05	0.01	0.10907994573137	1
chr2	63282702	63285097	-0.0788410828615752	1.18261624292363	94789	50279	50293	15	41	1.20596954926888e-05	0.012	5.62785789658811e-05	0.05
chr1	34641711	34643106	-0.0783542919024757	1.09696008663466	5509	13263	13276	14	14	1.20596954926888e-05	0.012	8.64278176976031e-05	0.076
chr11	44332891	44333192	-0.0830834459427559	0.997001351313071	30199	246382	246393	12	47	1.20596954926888e-05	0.012	0.000118587005678107	0.1
chr17	48041301	48043063	-0.0874483253106531	0.961931578417184	76234	355558	355568	11	12	1.20596954926888e-05	0.012	0.000146726295161047	0.116
chr6	28829640	28830310	-0.0866739552999686	0.953413508299654	143658	139112	139122	11	69	1.20596954926888e-05	0.012	0.000148736244409829	0.116
chr6	33358411	33358615	-0.0916562542657084	0.733250034125667	144666	148323	148330	8	48	1.20596954926888e-05	0.012	0.000472338073463645	0.262
chr12	104609432	104609980	-0.0946182410393111	0.662327687275178	43343	277138	277144	7	7	1.20596954926888e-05	0.012	0.000749711069795488	0.342
chr2	66664535	66665428	0.0970386591671114	0.582231955002669	95027	50741	50746	6	6	1.20596954926888e-05	0.012	0.00128234762072258	0.458
chr12	10251536	10252119	0.100811108013299	0.504055540066496	38474	266066	266070	5	5	1.40696447414703e-05	0.012	0.0022672227526255	0.612
chr11	66326652	66327250	-0.100568704590442	0.50284352295221	32328	252094	252098	5	5	1.40696447414703e-05	0.012	0.00229536204210844	0.616
chr19	46916520	46917061	0.100470337872758	0.502351689363788	88494	388159	388163	5	6	1.40696447414703e-05	0.012	0.002299381940606	0.616
chr12	110211321	110211413	-0.0995774646571583	0.497887323285792	43833	278211	278215	5	7	1.40696447414703e-05	0.012	0.00235164062107432	0.618
chr6	14282477	14282882	-0.0993284710040226	0.496642355020113	142515	136234	136238	5	5	1.40696447414703e-05	0.012	0.0023757600120597	0.62
chr1	228075423	228075749	-0.106912588452716	0.427650353810865	16326	38129	38132	4	4	1.20596954926888e-05	0.012	0.00398974925883121	0.772
chr5	1446165	1446443	-0.106867539861913	0.427470159447651	132163	113623	113626	4	4	1.20596954926888e-05	0.012	0.00399376915732878	0.772
chr17	38084377	38084459	0.110041742444984	0.330125227334951	74646	351237	351239	3	12	1.20596954926888e-05	0.012	0.00875131902919451	0.932
chr2	119566109	119566332	-0.109798849100497	0.329396547301491	97815	56851	56853	3	3	1.20596954926888e-05	0.012	0.0087955379126677	0.932
chr17	43065745	43065876	-0.109509670440136	0.328529011320409	75571	353757	353759	3	3	1.20596954926888e-05	0.012	0.00885985628862871	0.936
chr6	170405893	170405976	-0.109403115860056	0.328209347580169	151871	164332	164334	3	3	1.20596954926888e-05	0.012	0.008894025425858	0.936
chr13	23309774	23309930	-0.109366755930822	0.328100267792467	46763	285796	285798	3	9	1.20596954926888e-05	0.012	0.00890005527360434	0.936
chr2	105118547	105118579	-0.109213405651799	0.327640216955396	97085	55366	55368	3	3	1.20596954926888e-05	0.012	0.00893422441083363	0.936
chr6	29974319	29975078	-0.0711221416108569	1.42244283221714	143846	140278	140297	20	33	1.40696447414703e-05	0.014	2.61293402341591e-05	0.026
chr6	33244709	33245359	-0.0799249779045857	1.03902471275961	144643	147788	147800	13	61	1.40696447414703e-05	0.014	0.000110547208682981	0.092
chr18	55107755	55109119	0.0936968889281273	0.655878222496891	81467	369414	369420	7	7	1.40696447414703e-05	0.014	0.000785890156273554	0.358
chr17	70112877	70114623	-0.0936066921527187	0.655246845069031	77736	358959	358965	7	7	1.40696447414703e-05	0.014	0.000785890156273554	0.358
chr8	141599141	141599436	0.0987091554849051	0.493545777424525	169792	204991	204995	5	5	1.60795939902517e-05	0.014	0.00241997889553289	0.626
chr6	99290284	99290737	0.0974976288455203	0.487488144227602	147710	155261	155265	5	5	1.60795939902517e-05	0.014	0.00253052610421587	0.64
chr10	22765645	22766143	-0.105363273562962	0.421453094251849	19579	220619	220622	4	5	1.40696447414703e-05	0.014	0.00419878398070449	0.788
chr3	138657291	138659021	-0.0792587657309719	1.03036395450264	120576	87780	87792	13	13	1.60795939902517e-05	0.016	0.000110547208682981	0.092
chr1	182026044	182026510	-0.108566783245116	0.325700349735348	13507	32248	32250	3	9	1.60795939902517e-05	0.016	0.00910708004622883	0.94
chr2	1287787	1287978	-0.108468216881712	0.325404650645137	90818	41951	41953	3	3	1.60795939902517e-05	0.016	0.00913521933571177	0.942
chr18	77171832	77172117	-0.107737114276769	0.323211342830306	82100	370897	370899	3	8	1.60795939902517e-05	0.016	0.00929601527561429	0.942
chr11	64739484	64739852	-0.107536900956411	0.322610702869234	31947	250776	250778	3	8	1.60795939902517e-05	0.016	0.00934827395608261	0.942
chr13	80911626	80911808	0.1073146527504	0.3219439582512	49278	291007	291009	3	3	1.60795939902517e-05	0.016	0.00942264207828752	0.942
chr17	38024394	38024636	-0.114989550121189	0.229979100242378	74635	351212	351213	2	6	1.80895432390332e-05	0.016	0.0238259383950555	0.988
chr2	25439110	25439375	-0.114756757266737	0.229513514533474	92519	45558	45559	2	5	1.80895432390332e-05	0.016	0.02395055524848	0.99
chr5	3320943	3320980	-0.114665086722345	0.229330173444691	132477	114563	114564	2	2	1.80895432390332e-05	0.016	0.0240068338274459	0.99
chr6	43237330	43237511	-0.113837418505074	0.227674837010149	145870	151313	151314	2	3	1.80895432390332e-05	0.016	0.0245354504798754	0.992
chr7	138364700	138364774	-0.112719403199004	0.225438806398008	160666	184991	184992	2	3	1.80895432390332e-05	0.016	0.0253092809406562	0.994
chr8	962418	962467	-0.112539568596589	0.225079137193177	162962	190763	190764	2	3	1.80895432390332e-05	0.016	0.0254077684538465	0.994
chr1	39025249	39025311	-0.11216628560118	0.22433257120236	5948	14356	14357	2	4	1.80895432390332e-05	0.016	0.0256208230742174	0.994
chr4	110480700	110480828	0.111808295518912	0.223616591037823	128716	106011	106012	2	11	1.80895432390332e-05	0.016	0.025817798100598	0.994
chr6	6001842	6002032	-0.111780218050305	0.22356043610061	141937	134998	134999	2	2	1.80895432390332e-05	0.016	0.0258318677453394	0.994
chr2	171551893	171552304	0.111226813243491	0.222453626486982	100176	61273	61274	2	2	1.80895432390332e-05	0.016	0.0261635093713884	0.994
chr13	32460504	32460504	-0.11672709668153	0.11672709668153	47462	287327	287327	1	1	1.60795939902517e-05	0.016	0.109725139440229	1
chr22	47370132	47370132	-0.116685787971744	0.116685787971744	112668	413292	413292	1	3	1.60795939902517e-05	0.016	0.109865835887644	1
chr2	200333729	200335874	-0.076562485272548	0.995312308543124	101407	64180	64192	13	16	1.80895432390332e-05	0.018	0.000118587005678107	0.1
