chr	start	end	value	area	cluster	indexStart	indexEnd	L	clusterL	p.value	fwer	p.valueArea	fwerArea
chr12	54440773	54441509	-0.143222447693661	0.859334686161966	34437	234320	234325	6	6	0.000159052932597589	0.664	0.00154175794618624	0.998
chr7	25897590	25899194	0.107509557566518	1.39762424836474	128914	146942	146954	13	22	0.000103123564231847	0.676	0.000274551324537257	0.932
chr2	71115370	71116638	-0.136853447410981	0.957974131876866	81450	45346	45352	7	13	0.00015601988659077	0.682	0.00107345564273339	0.996
chr2	45028604	45029543	-0.141720202025554	0.850321212153326	80292	42775	42780	6	16	0.000173126266069229	0.688	0.00159210650989944	0.998
chr20	30618874	30619244	0.145994109819496	0.729970549097479	90202	346343	346347	5	5	0.000200423680130601	0.696	0.00256437973784534	1
chr4	111541965	111542473	-0.144710004802502	0.72355002401251	108708	91327	91331	5	8	0.000216195519366059	0.716	0.00262977220975236	1
chr12	54388841	54389934	-0.13959961479281	0.837597688756862	34417	234192	234197	6	12	0.00019423626627669	0.718	0.00167242156816001	0.998
chr3	13323567	13324132	0.138496808528437	0.830980851170623	97320	64328	64333	6	6	0.000208066956067784	0.732	0.00171354967201247	0.998
chr15	53096763	53097840	-0.120997201622563	1.08897481460306	49044	270450	270458	9	11	0.000190232645547689	0.746	0.000684740466499461	0.99
chr22	32599511	32599648	0.156127227257824	0.468381681773473	94908	358225	358227	3	3	0.000306458968528993	0.746	0.00893329106480418	1
chr21	38082613	38083149	-0.155742265983031	0.467226797949092	92790	353221	353223	3	3	0.000314708853667541	0.758	0.00898618738716311	1
chr21	38077597	38079615	-0.125314676654829	1.00251741323863	92787	353208	353215	8	14	0.000218136668810424	0.768	0.000925200353920072	0.996
chr10	102899262	102899285	-0.161215117698477	0.322430235396955	20234	197994	197995	2	2	0.000389685750956107	0.768	0.0222772376327246	1
chr2	45156642	45157613	-0.146615216875525	0.5864608675021	80297	42798	42801	4	10	0.000299179658112628	0.77	0.00485372286379233	1
chr22	21311401	21311670	0.154013119265499	0.462039357796498	94182	356374	356376	3	5	0.000348315003423096	0.774	0.00925115428631882	1
chr19	41129881	41130041	0.146226128014173	0.584904512056691	74837	336182	336185	4	5	0.000308400117973357	0.78	0.0048908473469158	1
chr21	38067741	38068043	-0.159541559504597	0.319083119009195	92780	353164	353165	2	2	0.000428023452482299	0.784	0.0227988002240572	1
chr12	54446019	54446537	-0.124359340580321	0.99487472464257	34441	234331	234338	8	22	0.000230875462039063	0.786	0.000951163227738443	0.996
chr3	128202176	128202731	-0.152579817016365	0.457739451049096	101922	74626	74628	3	3	0.000377917532449649	0.788	0.00948615469092715	1
chr7	155174508	155175340	-0.134535452214315	0.807212713285893	135039	161470	161475	6	8	0.000261448565787799	0.794	0.00187587829429742	0.998
chr2	45030336	45030384	-0.158154151921907	0.316308303843814	80292	42786	42787	2	16	0.0004632067861614	0.808	0.0232592166078923	1
chr2	45179312	45180560	-0.122440291302642	0.979522330421139	80312	42867	42874	8	11	0.000256110404815798	0.812	0.000998964032805911	0.996
chr6	163612985	163613008	0.157449078843383	0.314898157686766	125934	138728	138729	2	3	0.000483224889806406	0.816	0.0234965221274658	1
chr8	47529015	47529280	0.157405946150349	0.314811892300698	138382	169413	169414	2	2	0.00048431678636886	0.816	0.0235105954609375	1
chr12	54363054	54363054	-0.174761416682241	0.174761416682241	34405	234132	234132	1	1	0.000639123454556903	0.832	0.078465385483769	1
chr12	54428171	54428592	-0.155869659516587	0.311739319033173	34434	234315	234316	2	15	0.000531389660394691	0.84	0.0240381028224434	1
chr14	32670315	32671479	0.125685775142734	0.879800425999138	43255	256567	256573	7	7	0.0002993009799529	0.844	0.00142650219792712	0.998
chr12	114833043	114833043	-0.173892851097046	0.173892851097046	36964	240492	240492	1	1	0.000676005293999822	0.85	0.0791577692262057	1
chr8	144660157	144661051	0.124724510469887	0.873071573289208	141908	177421	177427	7	11	0.000319197761757633	0.858	0.00146593179601577	0.998
chr20	61583686	61584159	0.112900303915518	1.01610273523966	91949	351128	351136	9	10	0.000294569428182263	0.864	0.000878127479894241	0.996
chr2	150185860	150185860	-0.172469691286924	0.172469691286924	84669	52370	52370	1	1	0.000736423570455657	0.864	0.0803244000422685	1
chr6	30039202	30039801	0.0851654004375956	1.19231560612634	120383	119996	120009	14	45	0.000169243967180501	0.868	0.000487713797896498	0.974
chr5	140624869	140625389	0.108503537707488	1.08503537707488	115657	108112	108121	10	13	0.00025841551978098	0.868	0.000692262420596372	0.992
chr12	54354414	54354414	-0.17144524358775	0.17144524358775	34401	234112	234112	1	8	0.000783496444481488	0.87	0.081169285337928	1
chr19	3451135	3451135	0.171170435111142	0.171170435111142	70913	325473	325473	1	1	0.000796599203230946	0.872	0.0814054989609391	1
chr12	54417033	54417033	-0.171129967327456	0.171129967327456	34429	234291	234291	1	1	0.000799025640036401	0.872	0.0814401970072571	1
chr5	172669916	172669976	-0.153188763734776	0.306377527469552	117277	111708	111709	2	2	0.00062141046587708	0.876	0.0249819867397655	1
chr12	54398518	54399494	-0.112183595988297	1.00965236389468	34422	234225	234233	9	15	0.000307550865091448	0.878	0.000902027882427975	0.996
chr8	98289745	98290510	0.112035336656386	1.00831802990747	139747	172718	172726	9	11	0.000309613336376085	0.878	0.000907608687080522	0.996
chr9	1051505	1051505	-0.170254488435569	0.170254488435569	142365	178858	178858	1	1	0.000844157364617868	0.878	0.0821698265546575	1
chr5	174159294	174159705	-0.145547069449873	0.43664120834962	117398	111957	111959	3	4	0.000573488338969339	0.886	0.0107113839558418	1
chr10	101295724	101296069	-0.145310250671091	0.435930752013272	20027	197354	197356	3	8	0.000580767649385705	0.886	0.010755545105701	1
chr7	27231819	27232150	-0.14473425381431	0.434202761442929	129028	147507	147509	3	12	0.000599572534627983	0.886	0.0108642494745854	1
chr10	119305317	119306659	-0.121210939868759	0.848476579081315	21079	200139	200145	7	20	0.000389564429115834	0.898	0.00160266151000317	0.998
chr17	76164111	76164144	0.143204682481903	0.42961404744571	66518	313540	313542	3	4	0.000659505523722727	0.902	0.0111567564314831	1
chr10	102985514	102987257	-0.102128552004692	1.12341407205161	20249	198053	198063	11	20	0.000263753680752982	0.904	0.000612917937057987	0.982
chr1	119531718	119532195	-0.114504181628923	0.916033453031385	9142	22354	22361	8	17	0.000397935636094655	0.904	0.00125010024217053	0.998
chr14	80677608	80678065	0.135668276824475	0.542673107297901	45242	261333	261336	4	4	0.000582466155149524	0.91	0.00602047500169547	1
chr9	124979184	124979356	-0.141195878561936	0.423587635685809	144743	182776	182778	3	3	0.000743702880872023	0.918	0.011564155171119	1
chr12	114835179	114835179	-0.166310624692982	0.166310624692982	36966	240497	240497	1	2	0.00107988570026784	0.92	0.085570477737503	1
chr22	19743336	19744670	-0.102260985374383	1.02260985374383	94028	355989	355998	10	11	0.000355230348318643	0.924	0.000857988054408963	0.996
chr12	54444047	54444463	-0.148421982407927	0.296843964815854	34439	234328	234329	2	2	0.000825231157535318	0.924	0.0267972041139265	1
chr5	122422500	122423615	-0.128066113431835	0.640330567159174	114556	105366	105370	5	11	0.000578219890739977	0.928	0.0037760209566494	1
chr14	37053664	37053689	-0.147862777928216	0.295725555856432	43385	256923	256924	2	2	0.000855561617603508	0.928	0.027022013483952	1
chr3	157821262	157821407	-0.147526084859689	0.295052169719377	103098	77556	77557	2	2	0.000874366502845786	0.928	0.0271558314737728	1
chr12	39299132	39299844	-0.108255895755721	0.974303061801488	33390	231424	231432	9	11	0.000379980003734286	0.932	0.00101801156172873	0.996
chr12	56040025	56040208	-0.130045610418911	0.520182441675646	34572	234608	234611	4	6	0.000822440755209044	0.938	0.0067655124228105	1
chr12	114846968	114847641	-0.125820953403837	0.629104767019187	36971	240544	240548	5	12	0.000659384201882454	0.942	0.00397826446438409	1
chr2	45033155	45033155	-0.163780981828928	0.163780981828928	80293	42788	42788	1	1	0.00125410386289953	0.942	0.0878000091961955	1
chr7	27243276	27243463	-0.145796542723722	0.291593085447444	129035	147538	147539	2	2	0.000972637193466722	0.944	0.0278729648716251	1
chr13	109741117	109741176	-0.14446751237612	0.288935024752241	41630	252046	252047	2	2	0.00104725012523447	0.946	0.0284491222910805	1
chr6	27730294	27730563	-0.13741419302589	0.412242579077671	120029	118169	118171	3	3	0.000932479664336438	0.95	0.0123674270755649	1
chr4	129474397	129474618	0.13681958121396	0.41045874364188	109067	92250	92252	3	3	0.000967177710654448	0.952	0.0125007597780247	1
chr2	172955512	172955930	-0.136797447870134	0.410392343610403	85331	53827	53829	3	3	0.000968269607216902	0.952	0.0125050060424343	1
chr3	62356774	62357176	-0.136410590041837	0.40923177012551	100006	70713	70715	3	3	0.000990835469507636	0.954	0.0125915085145487	1
chr6	100903227	100904689	-0.0965100381890951	1.06161042008005	123601	133361	133371	11	20	0.000342248911409458	0.956	0.000750739547607843	0.994
chr11	44332938	44333192	-0.0973905631761396	0.973905631761396	25516	212300	212309	10	43	0.000451802533175761	0.958	0.00101934610197173	0.996
chr5	122429178	122430235	-0.113293214650835	0.793052502555844	114559	105385	105391	7	15	0.000606609201363803	0.958	0.00198700909998727	0.998
chr12	54357408	54357771	-0.122912266420869	0.614561332104343	34402	234119	234123	5	5	0.000784830984724488	0.96	0.0042499040647548	1
chr11	4066205	4066205	0.158431797454754	0.158431797454754	23789	208203	208203	1	1	0.00173939122399057	0.96	0.0928671371770276	1
chr1	75597887	75598280	-0.135022233507878	0.405066700523633	7597	18393	18395	3	3	0.00107406225193475	0.964	0.0129103423107855	1
chr19	8650410	8650523	0.142516376156294	0.285032752312589	71935	328061	328062	2	5	0.00118264529897887	0.964	0.0292942502304205	1
chr10	101280750	101281275	-0.121396648117698	0.606983240588493	20020	197305	197309	5	21	0.000858473341770054	0.966	0.0044111407904773	1
chr19	1790921	1790921	0.157028311020247	0.157028311020247	70428	324276	324276	1	1	0.00190026398419225	0.968	0.0942761690299554	1
chr4	111540657	111541339	-0.11982156959647	0.599107847982351	108707	91322	91326	5	5	0.000938060468988985	0.97	0.00457783699901208	1
chr11	124738735	124739334	0.126817748729838	0.50727099491935	30759	225453	225456	4	7	0.000995567021278274	0.97	0.00723308679522172	1
chr7	157257054	157257054	-0.156295158714636	0.156295158714636	135331	162333	162333	1	1	0.001984218697661	0.97	0.0950283644396466	1
chr10	102895708	102896869	-0.11076056015788	0.775323921105161	20232	197985	197991	7	7	0.000701968167818193	0.972	0.0021347791014395	1
chr2	177039801	177040226	-0.125128403293033	0.500513613172131	85592	54634	54637	4	6	0.0011036647809613	0.972	0.00748628547587097	1
chr10	80999807	80999841	0.140149057740935	0.28029811548187	19094	195049	195050	2	2	0.00135698478345083	0.972	0.0303746212180494	1
chr7	27252541	27252737	-0.140144443852891	0.280288887705781	129041	147551	147552	2	7	0.00135722742713137	0.972	0.0303765623674938	1
chr12	58003905	58004448	0.117474129063097	0.587370645315487	34900	235594	235598	5	15	0.00107127184960848	0.974	0.00483321947278624	1
chr12	114840854	114841980	-0.0940896440837111	0.940896440837111	36968	240513	240522	10	11	0.000526172821262963	0.976	0.00114794725266086	0.998
chr7	27228627	27229163	-0.124603748195529	0.498414992782115	129025	147501	147504	4	4	0.00113836282727931	0.976	0.00756793507437453	1
chr14	61122774	61123405	-0.124075388010967	0.496301552043868	44104	258752	258755	4	10	0.00117779242536796	0.976	0.00765771323617638	1
chr14	97129452	97129577	-0.138361544098543	0.276723088197085	46035	263050	263051	2	2	0.00151179145163887	0.976	0.031223995421799	1
chr8	11549521	11549572	-0.138059963717571	0.276119927435142	136734	165717	165718	2	7	0.00154139398066542	0.976	0.0313766182968622	1
chr5	172655841	172656581	-0.108998906926497	0.762992348485479	117268	111667	111673	7	7	0.00077172822597503	0.978	0.00224336214848362	1
chr3	139257713	139257907	0.117077793000877	0.585388965004384	102523	76126	76130	5	19	0.00109650679238521	0.978	0.00487920045024961	1
chr2	237081650	237082534	0.116830496618372	0.584152483091859	88150	60414	60418	5	5	0.00111288524082203	0.978	0.00491062280688026	1
chr11	65194933	65195039	0.12337579546627	0.493503181865079	27140	216513	216516	4	4	0.0012270490925187	0.978	0.00777879243276859	1
chr14	21128277	21128277	0.154173041370562	0.154173041370562	42692	255027	255027	1	1	0.00225719283827471	0.978	0.0972303558405972	1
chr4	6010075	6010164	0.136229941049587	0.272459882099174	105810	84457	84458	2	2	0.00172446863763702	0.98	0.0323094619267194	1
chr15	37396672	37396672	-0.153620129208878	0.153620129208878	48171	268159	268159	1	1	0.0023352027815701	0.98	0.0978219211337672	1
chr11	18415711	18416767	0.0696109404621779	0.904942226008313	24740	210343	210355	13	14	0.00036651327946401	0.982	0.00130166202428645	0.998
chr7	27199726	27199956	0.116259003405977	0.581295017029885	129007	147374	147378	5	8	0.00114988840210523	0.982	0.0049777137845511	1
chr15	37174661	37174661	0.152605250240913	0.152605250240913	48146	268094	268094	1	3	0.0024812742772585	0.982	0.0989411151102834	1
chr8	64132778	64132778	0.152117250507916	0.152117250507916	138938	170707	170707	1	1	0.00255649381822761	0.982	0.0994836663799832	1
chr3	187455371	187455371	0.152058521964503	0.152058521964503	104065	79847	79847	1	19	0.00256632088728971	0.982	0.0995535477599803	1
chr2	191555076	191555076	0.151877502112156	0.151877502112156	85911	55427	55427	1	1	0.00259325433583026	0.982	0.099758945635562	1
chr10	131215469	131215469	0.151661790748739	0.151661790748739	21870	201954	201954	1	1	0.00262588991086363	0.982	0.100001346672427	1
chr8	25897342	25898539	-0.106032557499849	0.742227902498944	137441	167268	167274	7	13	0.000903483744511248	0.984	0.00244014617340603	1
chr7	27233073	27233480	-0.115094433947583	0.575472169737913	129028	147514	147518	5	12	0.00123129535692825	0.984	0.0051211161997535	1
chr15	37172509	37173000	0.12801678620269	0.384050358608071	48144	268090	268092	3	4	0.00164924909666791	0.984	0.01472264796078	1
chr6	75794881	75794995	0.135729010489063	0.271458020978126	123086	131925	131926	2	2	0.00177894214391949	0.984	0.032571274458028	1
chr12	49658188	49659154	0.0786707271735982	0.944048726083179	33792	232506	232517	12	12	0.000442946038835849	0.986	0.00113326730998786	0.996
chr3	139258822	139260099	0.104401876060556	0.835215008484446	102523	76137	76144	8	19	0.000679038340006641	0.986	0.00168855737291628	0.998
chr4	85416865	85418584	-0.090599701793985	0.90599701793985	108155	89907	89916	10	11	0.000610734143933077	0.988	0.00129571725411308	0.998
chr21	38072998	38074478	-0.10459334351693	0.732153404618507	92785	353192	353198	7	7	0.000974578342911086	0.988	0.00254205651923515	1
chr5	122430434	122431121	-0.108144541213046	0.648867247278277	114559	105393	105398	6	15	0.00119574805772833	0.988	0.00363395308169	1
chr20	45141911	45142336	0.10639833713166	0.638390022789959	91085	348892	348897	6	6	0.00131440081751509	0.988	0.00381278147425205	1
chr16	857454	858205	0.114283260809405	0.571416304047027	52692	278802	278806	5	6	0.00128989380577999	0.988	0.00522120671797853	1
chr2	177034761	177034761	-0.149258165160759	0.149258165160759	85589	54625	54625	1	1	0.00304020399539511	0.988	0.102867453827031	1
chr16	85083564	85083564	0.148612382341284	0.148612382341284	57999	291703	291703	1	2	0.00315618767469587	0.988	0.103671332340678	1
chr22	30476089	30476525	-0.0858650512754823	0.944515564030306	94718	357700	357710	11	11	0.000526172821262963	0.99	0.00113071955134213	0.996
chr11	20181456	20182644	-0.0965436453157053	0.868892807841348	24876	210643	210651	9	12	0.000674670753756822	0.99	0.00148946823302868	0.998
chr1	79472282	79472643	0.0957468074038603	0.861721266634742	7693	18644	18652	9	11	0.000700148340214102	0.99	0.00152877650927706	0.998
chr16	10274064	10274632	0.113806315992492	0.569031579962458	54157	282783	282787	5	22	0.00132774621994509	0.99	0.00528380878755927	1
chr6	1383533	1383982	-0.120104447409659	0.480417789638634	118380	114398	114401	4	6	0.0014938358192785	0.99	0.00834791318548811	1
chr10	71087834	71088038	0.1188210475195	0.475284190077999	18248	193410	193413	4	5	0.00161273122274581	0.99	0.00859007157867254	1
chr16	57917946	57918350	-0.117545336615021	0.470181346460083	56465	288074	288077	4	5	0.00173453835037966	0.99	0.00884072250067607	1
chr1	41847297	41848739	0.104851423603903	0.629108541623421	5764	14040	14045	6	9	0.00142820070369094	0.992	0.00397826446438409	1
chr7	63386328	63387147	0.104789036640583	0.628734219843497	130647	150987	150992	6	6	0.00143487340490594	0.992	0.00398554377480046	1
chr12	114845868	114846503	-0.104751752434171	0.628510514605028	36971	240537	240542	6	12	0.0014381490945933	0.992	0.00398942607368919	1
chr10	102899949	102900365	-0.111964065226241	0.559820326131204	20235	197996	198000	5	5	0.00147600150875841	0.992	0.00551965844504952	1
chr12	54365966	54366816	-0.115981742886717	0.463926971546869	34407	234135	234138	4	10	0.00189929340947007	0.992	0.00915421813594088	1
chr14	104551884	104552209	0.114861578662497	0.459446314649986	46866	265151	265154	4	6	0.00202850116936056	0.992	0.00938933986238949	1
chr12	54360460	54360836	-0.124871155930036	0.374613467790107	34403	234128	234130	3	7	0.00198931421495246	0.992	0.0156311059007425	1
chr12	54442075	54442288	-0.132543825024114	0.265087650048228	34438	234326	234327	2	2	0.00217141829720187	0.992	0.0342731772333743	1
chr1	247537159	247537224	0.129839666509499	0.259679333018998	15183	36449	36450	2	2	0.00256219594472043	0.992	0.0358100823059497	1
chr6	1378238	1378346	-0.1295877192951	0.2591754385902	118376	114385	114386	2	5	0.0026046585888159	0.992	0.0359594294913254	1
chr6	154835773	154835773	0.146876329158214	0.146876329158214	125401	137635	137635	1	1	0.00350911290804933	0.992	0.10590523138562	1
chr12	54444985	54444985	-0.146622772876119	0.146622772876119	34440	234330	234330	1	1	0.00356601285113725	0.992	0.106248450871752	1
chr10	43522343	43522343	-0.146449470114627	0.146449470114627	17375	191386	191386	1	3	0.00360398658714263	0.992	0.106479811621152	1
chr4	41866309	41866309	-0.146274707218101	0.146274707218101	107190	87457	87457	1	1	0.00364426543811318	0.992	0.106716510531524	1
chr3	44118759	44118759	-0.146155425811053	0.146155425811053	98567	67073	67073	1	1	0.00367168417401483	0.992	0.106882721452698	1
chr3	16411667	16411667	-0.146053451136359	0.146053451136359	97620	64920	64920	1	1	0.00369509928918747	0.992	0.107020300419567	1
chr6	31529993	31529993	0.145701121598614	0.145701121598614	120687	122450	122450	1	1	0.00377189601408013	0.992	0.107497095251839	1
chr12	54396354	54396354	-0.145304289456411	0.145304289456411	34420	234223	234223	1	1	0.00386361532532633	0.992	0.10804437807331	1
chr19	41106351	41106351	0.145055042751522	0.145055042751522	74825	336156	336156	1	4	0.00392512549834462	0.992	0.108390994570969	1
chr16	2892518	2892518	0.144831468645907	0.144831468645907	53478	281166	281166	1	6	0.00397608067125918	0.992	0.108699516010783	1
chr12	114855417	114855417	-0.144357613173335	0.144357613173335	36974	240556	240556	1	1	0.00408878866087258	0.992	0.109382679293359	1
chr12	54404315	54404315	-0.143679932087691	0.143679932087691	34425	234249	234249	1	1	0.0042543929728449	0.992	0.110353496659221	1
chr6	27740120	27740120	-0.143678940470791	0.143678940470791	120030	118173	118173	1	4	0.00425463561652544	0.992	0.110354831199464	1
chr18	11269050	11269050	0.142852951395503	0.142852951395503	68226	318686	318686	1	1	0.00447459211293996	0.992	0.111560648969935	1
chr12	16513009	16513009	0.142574517008777	0.142574517008777	32842	230199	230199	1	3	0.00454738521710361	0.992	0.111967805065891	1
chr22	50721120	50721120	0.142530031931671	0.142530031931671	96560	362120	362120	1	7	0.00456060929769334	0.992	0.112036473227485	1
chr2	138829973	138829973	0.14249578061219	0.14249578061219	84470	52034	52034	1	1	0.0045710429759568	0.992	0.112089976159045	1
chr2	74668477	74669387	-0.101257410165286	0.810059281322289	81740	46093	46100	8	13	0.000794415410106037	0.994	0.00185319111016642	0.998
chr2	223171473	223172329	-0.112836157225093	0.451344628900372	87251	58527	58530	4	22	0.00228788726386372	0.994	0.0098387159587598	1
chr2	172951553	172952136	-0.112726317398096	0.450905269592386	85329	53815	53818	4	5	0.00230099002261318	0.994	0.00986249503945326	1
chr9	123631254	123631620	0.111709953150385	0.446839812601541	144629	182597	182600	4	5	0.00243832634580194	0.994	0.0100923999267701	1
chr10	101287059	101287846	-0.111454986337761	0.445819945351044	20023	197324	197327	4	4	0.00247290307027968	0.994	0.0101524542377052	1
chr21	45874879	45874886	0.127101558097304	0.254203116194607	93405	354608	354609	2	3	0.00303704962754802	0.994	0.0374638203107077	1
chr5	140530028	140530222	0.126001098008079	0.252002196016157	115634	108037	108038	2	8	0.00324802830778235	0.994	0.0381536562944986	1
chr10	102887035	102887035	-0.141499689418198	0.141499689418198	20227	197956	197956	1	1	0.00485044717410497	0.994	0.113600311748601	1
chr4	87278335	87278335	-0.141292899723536	0.141292899723536	108195	90002	90002	1	1	0.00490928826663726	0.994	0.11391574853331	1
chr5	153798362	153798362	0.140896375568489	0.140896375568489	116484	109970	109970	1	1	0.00502769838274347	0.994	0.114548441930332	1
chr8	6323131	6323131	0.140844338303997	0.140844338303997	136426	165067	165067	1	1	0.00504347022197893	0.994	0.114629606241475	1
chr1	200880981	200880981	0.140814900401037	0.140814900401037	12090	29663	29663	1	1	0.00505232671631884	0.994	0.114673282103973	1
chr1	247978791	247978791	0.140277535904508	0.140277535904508	15219	36539	36539	1	3	0.00521040907419425	0.994	0.11552132176748	1
chr7	5184155	5184155	0.140248567778169	0.140248567778169	128130	145052	145052	1	3	0.00521890160301334	0.994	0.1155659682047	1
chr9	1050903	1050903	-0.13991103606384	0.13991103606384	142364	178857	178857	1	1	0.00532590746613392	0.994	0.116118103899781	1
chr19	13394116	13394116	0.138830089821648	0.138830089821648	72641	330185	330185	1	1	0.0056832002857372	0.994	0.117881880813667	1
chr1	244964768	244964768	-0.138826738667401	0.138826738667401	14970	36019	36019	1	1	0.00568441350413993	0.994	0.117887704262	1
chr10	43247938	43247938	-0.138279751701868	0.138279751701868	17350	191333	191333	1	1	0.00587622333361116	0.994	0.11882163978842	1
chr10	7311500	7311500	0.138068344581754	0.138068344581754	16081	188409	188409	1	1	0.00595144287458027	0.994	0.119170318757363	1
chr3	138657541	138659021	-0.0784400734269882	0.86284080769687	102480	76000	76010	11	13	0.000664358397333637	0.996	0.00152089058965933	0.998
chr16	66612955	66613407	0.0763793721759851	0.840173093935836	56710	288550	288560	11	13	0.000700754949415465	0.996	0.00165677105076482	0.998
chr7	96651586	96652481	-0.0809070518821463	0.809070518821463	131823	153820	153829	10	19	0.000870726847637603	0.996	0.00186253289186742	0.998
chr5	172672390	172673098	-0.101358067925999	0.709506475481995	117279	111715	111721	7	11	0.00115413466651477	0.996	0.00278797588946804	1
chr11	44327267	44328154	-0.10763842507281	0.538192125364049	25513	212259	212263	5	6	0.00189359128297725	0.996	0.00616424138241869	1
chr1	167408709	167409198	0.107154615861969	0.535773079309845	11043	27288	27292	5	6	0.00194697289269726	0.996	0.00624382850963763	1
chr13	20751257	20751945	-0.106876566576299	0.534382832881495	39071	246048	246052	5	6	0.00197681806540436	0.996	0.00628932419973991	1
chr19	863054	863244	0.109578438286196	0.438313753144785	70049	323260	323263	4	4	0.00275970790068449	0.996	0.0106131132652208	1
chr12	54413000	54413384	-0.10772935186973	0.430917407478921	34428	234287	234290	4	37	0.00307490204171312	0.996	0.0110741362582573	1
chr10	135278717	135279010	0.106645613556164	0.426582454224657	22742	204732	204735	4	4	0.00327059417007308	0.996	0.0113597278702594	1
chr1	36787932	36788387	-0.123801570000195	0.247603140000389	5301	12844	12845	2	4	0.00373234509415121	0.996	0.0396278379756529	1
chr16	1406322	1406322	0.138041537612737	0.138041537612737	52972	279647	279647	1	1	0.00596151258732291	0.996	0.119213994619862	1
chr14	88621579	88621579	0.138017441129219	0.138017441129219	45328	261519	261519	1	3	0.00597012643798228	0.996	0.119254030827152	1
chr19	18793853	18793853	0.137841997735987	0.137841997735987	73462	332380	332380	1	10	0.00603491230068793	0.996	0.119554302381827	1
chr3	113380072	113380072	0.137677436708987	0.137677436708987	101090	72867	72867	1	1	0.00609169092193558	0.996	0.119833585258135	1
chr12	114844265	114844265	-0.137628207824465	0.137628207824465	36969	240535	240535	1	12	0.00611110241637922	0.996	0.119916812040562	1
chr2	172956823	172956823	-0.13735974221577	0.13735974221577	85332	53830	53830	1	1	0.00621204218748616	0.996	0.120374801987591	1
chr15	37398175	37398175	-0.137316188623435	0.137316188623435	48172	268160	268160	1	1	0.00622902724512435	0.996	0.120447352448075	1
chr2	117511898	117511898	-0.136584606136003	0.136584606136003	83432	49871	49871	1	1	0.00651231374216124	0.996	0.121713952460522	1
chr8	11551964	11551964	-0.13642577942788	0.13642577942788	136735	165724	165724	1	1	0.00657467316806144	0.996	0.121996511026517	1
chr2	58273420	58274524	0.0791592677257174	0.791592677257174	80821	43891	43900	10	10	0.000921075411350799	0.998	0.00199817070929237	0.998
