chr	start	end	value	area	cluster	indexStart	indexEnd	L	clusterL	p.value	fwer	p.valueArea	fwerArea
chr12	52644264	52644264	-0.17027368382538	0.17027368382538	40637	270849	270849	1	1	0.00172023863588602	0.96	0.0938127449092947	1
chr2	43903470	43904011	-0.126278797866515	0.883951585065602	93791	48198	48204	7	8	0.000471302569165698	0.962	0.00198068289129172	1
chr14	97499484	97500175	-0.140729813332028	0.562919253328113	55553	305582	305585	4	5	0.000667285100431996	0.962	0.00735076166367603	1
chr3	147109426	147109629	0.148056152408098	0.444168457224295	120923	88591	88593	3	25	0.000770313668073596	0.964	0.0132698276471376	1
chr7	44801571	44801589	-0.153507581276585	0.30701516255317	155710	174238	174239	2	2	0.000975977264137385	0.966	0.0303813064463141	1
chr4	1562020	1562625	-0.139412934313879	0.557651737255514	124089	95820	95823	4	4	0.00072049160289626	0.968	0.00753973919683683	1
chr3	182970728	182972625	0.0836216160241778	1.17070262433849	122392	91585	91598	14	18	0.000271463353549181	0.97	0.000762836422904801	0.996
chr1	91301204	91301962	-0.127837875903775	0.767027255422651	9087	21485	21490	6	6	0.000610458037149158	0.97	0.00308668551352224	1
chr1	33937968	33938307	-0.117693023155332	0.941544185242653	5473	13177	13184	8	11	0.000503336661625692	0.972	0.00162153899965794	1
chr5	87980882	87981894	0.12491840514516	0.874428836016119	135721	121242	121248	7	7	0.000506563683224856	0.972	0.00205207090569273	1
chr8	37556386	37556959	-0.146977071250128	0.440931213750385	165332	195877	195879	3	5	0.000817617082246706	0.972	0.0135072105042859	1
chr6	28510306	28510339	-0.146901507597267	0.440704522791801	143600	138794	138796	3	16	0.000820293148938696	0.972	0.0135216927475602	1
chr12	49658188	49658821	-0.112675130579425	1.01407617521482	40256	269843	269851	9	13	0.000439976847300644	0.974	0.00126270993939968	1
chr11	77734206	77734490	0.137504986627364	0.550019946509458	33861	255967	255970	4	6	0.000799278154622189	0.976	0.00781978170536915	1
chr3	69061356	69061827	0.137456543800425	0.549826175201699	117568	81766	81769	4	6	0.000802190344845825	0.976	0.00782749507406959	1
chr3	16650168	16650168	-0.16871987446854	0.16871987446854	114286	74486	74486	1	1	0.00187789044718176	0.976	0.0952782062545346	1
chr5	169011746	169011746	-0.168693080603281	0.168693080603281	139878	130188	130188	1	1	0.00188103876093705	0.976	0.0953041011351718	1
chr1	178006917	178007364	-0.143135935321572	0.429407805964716	13222	31601	31603	3	4	0.00101737759001934	0.98	0.0143833075145369	1
chr2	162101083	162101123	-0.150482588654793	0.300965177309586	99790	60558	60559	2	2	0.0011573988442855	0.98	0.031688565025351	1
chr6	27206911	27206911	-0.168165766077927	0.168165766077927	143395	138097	138097	1	3	0.00193967610462917	0.98	0.0958034236967595	1
chr11	20181456	20182575	-0.105464328966796	1.05464328966796	29343	244344	244353	10	15	0.000445328980684623	0.982	0.00110356267907018	1
chr2	162279324	162281498	-0.108556498085301	0.977008482767713	99803	60609	60617	9	9	0.000536944910963326	0.982	0.00143303371356043	1
chr3	147113700	147114406	0.135410862300155	0.541643449200619	120924	88616	88619	4	4	0.000902385430107671	0.982	0.00813642336130663	1
chr11	66410998	66411447	-0.134596333878606	0.538385335514423	32352	252166	252169	4	4	0.00094386446383351	0.982	0.00826668484293141	1
chr3	128446370	128446370	-0.167315347626942	0.167315347626942	119918	86306	86306	1	12	0.00203318102316104	0.982	0.096604433423947	1
chr19	12203029	12203644	0.128960933585963	0.644804667929816	85055	378539	378543	5	5	0.000835247639276284	0.986	0.00510546300125287	1
chr17	20224345	20224345	-0.16643620656684	0.16643620656684	73261	347770	347770	1	1	0.00213495026530053	0.986	0.0974519594868689	1
chr5	78985425	78986160	0.093767480883428	1.12520977060114	135411	120590	120601	12	12	0.000372209393718201	0.988	0.000876805380846005	0.998
chr8	1764878	1765477	-0.0926708399791322	1.11205007974959	163215	191375	191386	12	16	0.000390390905654954	0.988	0.000915450932192091	0.998
chr6	27235820	27236866	-0.112418858173321	0.899350865386568	143403	138123	138130	8	8	0.000655164092474161	0.988	0.00187733949227459	1
chr1	91191583	91192466	-0.112153705985447	0.897229647883576	9081	21453	21460	8	24	0.000664215494520596	0.988	0.00189095594926618	1
chr2	21266500	21266995	-0.111159664589568	0.889277316716543	92282	45045	45052	8	12	0.000698925653672579	0.988	0.00194487082232539	1
chr11	115630748	115631452	-0.102797328220659	1.02797328220659	35452	259282	259291	10	14	0.000501132841996994	0.99	0.00120462355061473	1
chr18	21719263	21719433	-0.126413076788679	0.632065383943397	80807	367628	367632	5	18	0.00097156962487999	0.99	0.00539707556283586	1
chr19	21264896	21265421	0.136935319562229	0.410805958686688	86391	382346	382348	3	3	0.00143996000382205	0.99	0.0159536864156716	1
chr6	26598070	26598149	-0.145943088545647	0.291886177091294	143346	137953	137954	2	9	0.00149001819253103	0.99	0.0337806982235797	1
chr5	170816542	170816542	-0.165243249930467	0.165243249930467	139990	130447	130447	1	1	0.00228087460785784	0.99	0.0986298223705638	1
chr3	62320945	62320945	-0.164509937042708	0.164509937042708	117195	81140	81140	1	1	0.00237996778330534	0.99	0.0993620414421985	1
chr19	22990066	22990066	-0.164354941030188	0.164354941030188	86462	382499	382499	1	1	0.00240051053055856	0.99	0.0995107992671355	1
chr4	4854459	4855629	-0.108970778187144	0.871766225497152	124721	97446	97453	8	8	0.000777869621086272	0.992	0.00207096078822443	1
chr16	2904862	2904862	-0.162431744038398	0.162431744038398	64137	325800	325800	1	2	0.00267622410767737	0.992	0.101442840710908	1
chr19	1775211	1775211	-0.160935936564996	0.160935936564996	82960	372985	372985	1	3	0.00291352825698174	0.992	0.102991024000068	1
chr7	57471759	57471759	-0.158002941058631	0.158002941058631	156415	175667	175667	1	1	0.00343205553247667	0.992	0.10612210073754	1
chr1	59042065	59043255	-0.0961782992358002	1.0579612915938	7775	18694	18704	11	15	0.000478701106490611	0.994	0.00109096942404906	1
chr10	135170752	135171583	-0.106786206400943	0.854289651207542	26873	237615	237622	8	13	0.000867124316048514	0.994	0.0022052363698872	1
chr6	168963358	168963731	-0.134774999447022	0.404324998341065	151626	163722	163724	3	3	0.00162508085263263	0.994	0.0165435229977236	1
chr19	2424793	2424836	-0.144117336105672	0.288234672211344	83195	373607	373608	2	2	0.00165908264118967	0.994	0.0346736387124215	1
chr11	133837265	133837401	-0.142816282176564	0.285632564353128	37244	263137	263138	2	3	0.00178399198943048	0.994	0.0353282518499885	1
chr2	72371255	72371261	0.140066987264458	0.280133974528915	95474	51777	51778	2	11	0.00208363275108943	0.994	0.0367752168519161	1
chr4	812611	812684	0.139867906121145	0.27973581224229	123795	94848	94849	2	6	0.00210952763172663	0.994	0.0368839910921611	1
chr8	55047225	55047255	-0.138858033987839	0.277716067975678	166224	197816	197817	2	13	0.00223341377799697	0.994	0.0374299086973269	1
chr14	21923087	21923087	-0.157627547884791	0.157627547884791	51411	296357	296357	1	7	0.00350832343319837	0.994	0.106533900176731	1
chr2	116601613	116601613	0.15757882025032	0.15757882025032	97734	56687	56687	1	1	0.00351721741955704	0.994	0.106586004769381	1
chr6	33244709	33245359	-0.0787246359988751	1.02342026798538	144643	147788	147800	13	61	0.000411878147034753	0.996	0.00122351343314642	1
chr5	8457548	8458392	-0.114165465297639	0.799158257083476	132738	115175	115181	7	7	0.000874601561217308	0.996	0.00272329139831883	1
chr6	31829793	31829926	-0.111646955488076	0.781528688416532	144301	144365	144371	7	110	0.000992978158415907	0.996	0.00291321342560621	1
chr13	100626995	100627366	0.126849539430998	0.507398157723993	49831	292144	292147	4	4	0.0014647529746449	0.996	0.00960574139089668	1
chr22	49798591	49798750	-0.131152472271716	0.393457416815149	112815	413524	413526	3	3	0.00198265058738877	0.996	0.0176157599549287	1
chr17	77111684	77112021	-0.131087507606765	0.393262522820295	78944	362065	362067	3	3	0.00199146586590356	0.996	0.0176350433766798	1
chr22	38244781	38244893	-0.137284366973213	0.274568733946427	111640	410737	410738	2	8	0.00244639720354179	0.996	0.0383053760448269	1
chr3	39448952	39448961	-0.136910197970897	0.273820395941794	115199	76351	76352	2	15	0.00250078432366428	0.996	0.0385206419978444	1
chr6	29910994	29911095	-0.136817431003589	0.273634862007178	143834	140216	140217	2	6	0.00251558139831411	0.996	0.038577626476815	1
chr3	185215532	185215532	-0.156759538156466	0.156759538156466	122654	92261	92261	1	1	0.00368376321721145	0.996	0.107502400195699	1
chr1	239552128	239552128	0.156366259480456	0.156366259480456	17239	40124	40124	1	1	0.00376632774544372	0.996	0.107946784682257	1
chr12	52627438	52627438	-0.155642290597086	0.155642290597086	40629	270836	270836	1	11	0.00392681303911922	0.996	0.108778175637183	1
chr11	425289	425289	-0.155371403090159	0.155371403090159	27021	238105	238105	1	1	0.00398962189853709	0.996	0.109092298642117	1
chr2	70122333	70122333	-0.154592290178953	0.154592290178953	95270	51235	51235	1	1	0.00417560853363037	0.996	0.110002161317393	1
chr16	2229298	2229298	0.154287887789602	0.154287887789602	63947	325279	325279	1	4	0.00424841328922126	0.996	0.110357763356052	1
chr10	131742167	131742167	-0.154120853898322	0.154120853898322	26123	235157	235157	1	1	0.00429020715432263	0.996	0.110561931503082	1
chr19	9608637	9608637	-0.153845378113853	0.153845378113853	84615	377159	377159	1	13	0.00435789590006119	0.996	0.110885892988501	1
chr19	51876721	51876721	0.153579099865318	0.153579099865318	89490	390783	390783	1	5	0.00442739492620904	0.996	0.111212215709236	1
chr1	212964438	212964438	-0.152528243352023	0.152528243352023	15406	36182	36182	1	17	0.00469153845027719	0.996	0.112489329184066	1
chr16	85667676	85667676	-0.152361820394092	0.152361820394092	69517	337988	337988	1	6	0.00473537871931949	0.996	0.112697668846821	1
chr12	120130253	120130253	-0.152275123343553	0.152275123343553	44657	280292	280292	1	2	0.00475977815092292	0.996	0.112801878032121	1
chr20	57604840	57604840	-0.152222866170396	0.152222866170396	107688	401314	401314	1	1	0.00477402427066557	0.996	0.112869645485704	1
chr7	99096450	99096450	-0.151973225635229	0.151973225635229	158245	179775	179775	1	1	0.00484021756737037	0.996	0.113177235739595	1
chr16	84650202	84650202	-0.15135109793519	0.15135109793519	69217	337338	337338	1	3	0.00501510639647628	0.996	0.113965967043137	1
chr10	45144017	45144017	-0.150225740378893	0.150225740378893	20650	222773	222773	1	1	0.00533977625248973	0.996	0.115411200472499	1
chr6	170340417	170340417	-0.150001039149762	0.150001039149762	151854	164290	164290	1	1	0.00540644179625782	0.996	0.11570438719096	1
chr8	115301887	115301887	0.14989750922745	0.14989750922745	168463	202655	202655	1	1	0.00543981392206381	0.996	0.115839843390281	1
chr2	162103682	162103682	-0.149487186753806	0.149487186753806	99792	60561	60561	1	1	0.00556913090956201	0.996	0.116386705489573	1
chr22	32078088	32078088	0.149376308045936	0.149376308045936	111263	409803	409803	1	1	0.00560494297852834	0.996	0.116535935561573	1
chr5	171402820	171402820	-0.149125408771622	0.149125408771622	140043	130532	130532	1	1	0.00568026638512346	0.996	0.116874300582422	1
chr1	119910670	119910670	-0.148663227335757	0.148663227335757	10540	25016	25016	1	5	0.00582760746887065	0.996	0.117499083447158	1
chr2	162277174	162277174	-0.14798231559285	0.14798231559285	99801	60607	60607	1	1	0.006056253755348	0.996	0.118427678589278	1
chr12	53232814	53232814	-0.147966099792749	0.147966099792749	40741	271064	271064	1	1	0.00606176330441974	0.996	0.118447749089468	1
chr16	1092765	1092765	-0.146698469951425	0.146698469951425	63454	323696	323696	1	1	0.00649623060264864	0.996	0.120241579559384	1
chr1	221053841	221055790	0.0781059670552041	1.01537757171765	15781	36959	36971	13	29	0.000417072864730968	0.998	0.00125617718835747	1
chr14	101922750	101924186	-0.102364363607642	0.921279272468782	56026	306762	306770	9	16	0.000718996153862501	0.998	0.00173912851841771	1
chr8	144659831	144661051	-0.101016142745384	0.909145284708456	170450	206680	206688	9	11	0.00076700793863055	0.998	0.00181358613873013	1
chr6	31507879	31508665	-0.102456033703462	0.8196482696277	144186	143034	143041	8	56	0.00106680611597727	0.998	0.00251487302771917	1
chr1	91185028	91185922	-0.102128617255862	0.817028938046899	9078	21429	21436	8	26	0.00108498762791402	0.998	0.00254100403188801	1
chr5	72596701	72597316	-0.101027734482436	0.808221875859488	135007	119695	119702	8	10	0.00114449075788885	0.998	0.00263167546804013	1
chr20	30225573	30226046	-0.107113640936537	0.749795486555759	106110	396813	396819	7	9	0.0012442135960874	0.998	0.00331084545289831	1
chr12	54388841	54389982	0.106848126786867	0.747936887508066	40939	271706	271712	7	13	0.00126326089430686	0.998	0.00333674033353551	1
chr14	101175123	101176105	-0.117443992462511	0.704663954775067	55886	306259	306264	6	8	0.00106161139828105	0.998	0.00396207415317837	1
chr12	103355123	103355326	-0.130401476309867	0.3912044289296	43277	276982	276984	3	3	0.00206907179997126	0.998	0.017845822982596	1
chr11	132582488	132582640	-0.129995111063339	0.389985333190018	37135	262908	262910	3	4	0.00211771324749036	0.998	0.0179782882838494	1
chr12	30591384	30591384	-0.146513985414802	0.146513985414802	39447	268026	268026	1	1	0.00656407676407497	0.998	0.120517529260035	1
chr8	144268531	144268531	-0.146085235925096	0.146085235925096	170297	206253	206253	1	1	0.00672873357347621	0.998	0.121145224314994	1
chr11	124406358	124406358	0.145372773113642	0.145372773113642	36353	261305	261305	1	1	0.00700295170156126	0.998	0.122189834818996	1
chr19	50667801	50667801	-0.145158485837973	0.145158485837973	89227	390136	390136	1	1	0.00708787746510999	0.998	0.122514662090698	1
chr2	242294876	242294876	0.144549151772131	0.144549151772131	104869	71613	71613	1	2	0.0073302976242667	0.998	0.123440738581814	1
chr12	103940343	103940343	-0.144259513390515	0.144259513390515	43294	277027	277027	1	1	0.00745323927641046	0.998	0.123895197672389	1
chr8	37557348	37557348	-0.143978887217855	0.143978887217855	165332	195881	195881	1	5	0.00757893570309009	0.998	0.124334230025563	1
chr1	147789480	147789480	-0.143921765879637	0.143921765879637	10790	25598	25598	1	2	0.00760404350528846	0.998	0.124425531124466	1
chr7	19148187	19148187	0.14378934544314	0.14378934544314	153969	170255	170255	1	1	0.00765717129990884	0.998	0.124626078710677	1
chr16	4932620	4932620	-0.143470494969213	0.143470494969213	64632	327095	327095	1	1	0.00779711384633112	0.998	0.125131146944868	1
chr3	16428391	16428391	-0.143260106084845	0.143260106084845	114262	74434	74434	1	1	0.00788975297858029	0.998	0.125459358653857	1
chr7	151213164	151213164	-0.143212064910405	0.143212064910405	161676	187363	187363	1	1	0.00790974477092633	0.998	0.125533265319262	1
chr12	102933997	102933997	-0.143031973181206	0.143031973181206	43259	276931	276931	1	1	0.00799167963640754	0.998	0.125819132208241	1
chr8	146011663	146011663	-0.142978957996817	0.142978957996817	170844	207964	207964	1	1	0.00801702356213756	0.998	0.125906183083575	1
chr3	9436950	9436950	-0.142284505006056	0.142284505006056	113465	72711	72711	1	1	0.00832728988272059	0.998	0.12701958424313	1
chr6	50812112	50812112	-0.142203345720169	0.142203345720169	146379	152402	152402	1	3	0.00836813925369537	0.998	0.127158975834646	1
chr1	11323253	11323253	-0.142199130681898	0.142199130681898	2540	6502	6502	1	13	0.00837105144391901	0.998	0.127166531787658	1
chr15	24105674	24105674	-0.142069635490441	0.142069635490441	57072	309372	309372	1	1	0.00843016103467443	0.998	0.127378806842608	1
chr4	139649131	139649131	-0.141246944359217	0.141246944359217	129537	107677	107677	1	1	0.00883078396003405	0.998	0.128749897483033	1
chr11	125363617	125363617	0.141195612661832	0.141195612661832	36499	261631	261631	1	1	0.0088551046837936	0.998	0.128836869650523	1
chr5	7619983	7619983	0.140902290266841	0.140902290266841	132709	115109	115109	1	1	0.00899811683612728	0.998	0.12933272906698	1
chr12	11918643	11918643	-0.140756278713622	0.140756278713622	38602	266295	266295	1	1	0.00906911131130888	0.998	0.129585066414466	1
chr11	119204876	119205542	-0.0863273826432249	0.949601209075474	35860	260334	260344	11	11	0.000708370594938425	1	0.00157462912470424	1
chr17	7348316	7349197	0.0949560514366188	0.949560514366188	72032	344789	344798	10	10	0.000709787336128301	1	0.001574786540392	1
chr1	175161526	175162347	-0.0784829347332107	0.941795216798528	13125	31427	31438	12	18	0.000625412527486747	1	0.00161965001140477	1
chr3	8809306	8811004	-0.0938648713730018	0.938648713730018	113409	72589	72598	10	16	0.00074394654037311	1	0.00163735927627823	1
chr17	42082028	42083686	0.092763979760415	0.92763979760415	75393	353222	353231	10	22	0.000780939226997672	1	0.0017015061690421	1
chr7	150019955	150020751	-0.0837686286060682	0.921454914666751	161392	186570	186580	11	17	0.000772911026921703	1	0.00173794790075948	1
chr2	182548786	182550065	0.082660996471312	0.909270961184432	100851	63032	63042	11	16	0.000799042031090543	1	0.00181256293675966	1
chr4	76555547	76556042	-0.0825929821690464	0.908522803859511	127437	103250	103260	11	12	0.000800931019343712	1	0.00181885956427023	1
chr6	100911240	100911964	0.0817284566537942	0.899013023191736	147806	155569	155579	11	13	0.00082430724897668	1	0.0018799368511227	1
chr10	106014406	106015050	-0.094382434923172	0.849441914308548	24461	231337	231345	9	10	0.00103799904511644	1	0.0022482108526468	1
chr5	101631990	101632372	-0.0838667046550906	0.838667046550907	136172	122167	122176	10	14	0.00109852537706173	1	0.00234218801824196	1
chr5	87984959	87986067	0.0832826974534149	0.832826974534149	135723	121252	121261	10	12	0.00112048486550482	1	0.00239279716185812	1
chr7	155165295	155166554	-0.0906129796479792	0.815516816831813	161935	187934	187942	9	21	0.00121524910953881	1	0.00255627335360113	1
chr3	147077127	147077774	0.089960273886046	0.809642464974414	120911	88550	88558	9	10	0.00124909348240809	1	0.00261813771889242	1
chr6	31939059	31939322	-0.0890135657692617	0.801122091923355	144336	144854	144862	9	110	0.0013003322887753	1	0.00270526730206984	1
chr8	10586678	10587305	0.0960877878963153	0.768702303170523	163711	192459	192466	8	14	0.00144271477835792	1	0.0030666937211762	1
chr5	140480200	140480967	-0.0851075699204472	0.765968129284024	138195	126608	126616	9	13	0.00151622790454376	1	0.00310108904895266	1
chr6	32120584	32120955	-0.0634035468276292	0.76084256193155	144391	145547	145558	12	80	0.000772596195546175	1	0.00316806942409628	1
chr5	134914371	134915088	0.105704246194393	0.73992972336075	137626	125220	125226	7	8	0.00133708885186822	1	0.00344008373255264	1
chr15	62358920	62359828	-0.0817776133492837	0.735998520143553	59497	314769	314777	9	11	0.00170780279655266	1	0.00349045675263715	1
chr1	50513645	50513927	-0.104939795669572	0.734578569687005	7083	17226	17232	7	11	0.00138769799548437	1	0.00351147174695365	1
chr7	129424539	129425932	-0.0814423778064765	0.732981400258289	160065	183818	183826	9	9	0.00172527593789447	1	0.00353421831383556	1
chr7	27209247	27209790	-0.0914030235564377	0.731224188451501	154456	171628	171635	8	14	0.00176990328537559	1	0.0035577519591563	1
chr12	132899234	132900761	-0.0809814390186606	0.728832951167945	46233	284289	284297	9	12	0.00174896699890297	1	0.00359073054574287	1
chr7	49813031	49813763	-0.0910355647169489	0.728284517735591	156014	174827	174834	8	9	0.00179831681701701	1	0.00359930970072602	1
chr9	970297	971480	-0.103918991237395	0.727432938661767	170914	208159	208165	7	8	0.00145798410007104	1	0.00361087975377668	1
chr2	61371880	61372256	-0.0908220184181159	0.726576147344927	94674	49978	49985	8	9	0.00181311389166684	1	0.00362213497545181	1
chr8	144521374	144521607	-0.103168482992419	0.722179380946931	170397	206533	206539	7	7	0.00151276475941295	1	0.00368966630550261	1
chr7	24797656	24798175	0.0894409244278825	0.71552739542306	154281	170944	170951	8	16	0.00192558740057428	1	0.00379442644570961	1
chr14	97685060	97686001	0.0715511912919593	0.715511912919593	55558	305598	305607	10	11	0.00152661733993619	1	0.00379466256924126	1
chr14	96180576	96181044	-0.0893299460959793	0.714639568767834	55446	305349	305356	8	10	0.00193377301633802	1	0.00380812161054509	1
chr17	46799640	46800028	-0.0892331125633507	0.713864900506806	76049	355056	355063	8	16	0.00194148638503846	1	0.00381890458515693	1
chr12	54446019	54446308	0.101365048430203	0.709555339011418	40964	271864	271870	7	27	0.00165656399018545	1	0.00388336630929633	1
chr13	20735860	20736342	-0.101339309052497	0.709375163367479	46564	285329	285335	7	18	0.00165892522550191	1	0.00388667203873937	1
chr1	62660188	62660861	-0.0883309129247144	0.706647303397715	7950	19046	19053	8	8	0.00201610142103864	1	0.00393098455484496	1
chr5	122429966	122431121	-0.0703951680826829	0.703951680826828	136879	123567	123576	10	15	0.00155684115198689	1	0.0039724635885708	1
chr14	52535949	52536721	-0.0694805039334972	0.694805039334972	52581	299296	299305	10	17	0.00157950901102492	1	0.00412791158023785	1
chr7	4901337	4901798	-0.0989466988195251	0.692626891736675	153279	168714	168720	7	11	0.00185868573327454	1	0.00416514039039405	1
